id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",35,10,30,2,6,-0.901172384,-0.627252804,-0.194032885,-0.693090696,-0.248919561,,,-0.804439993,19,48,,0.817403514
"IGS-8A (Information Gathering Satellite 8A, IGS Radar 4)",35,10,30,2,6,-0.901352672,-0.627252804,-0.192367841,-0.693136548,-0.248919561,,,-0.804439993,19,48,,0.818089147
"IGS-8B (Information Gathering Satellite 8B, IGS Optical Demonstrator)",35,10,30,2,6,,,,,,,,-0.804439993,19,48,,
Ikonos-2,65,5,31,2,6,-0.891196491,-0.621426406,-0.194112173,-0.689181814,-0.627901941,,,-0.405277364,21,11,,0.828373634
"Improved Trumpet 4 (NROL-22, National Reconnaissance Office Launch-22, SBIRS HEO-1, Twins 1, USA 184)",65,15,20,0,3,-0.865175035,0.673157011,5.426282766,-0.017794007,0.791764321,,,,21,33,,0.226731125
"Improved Trumpet 5 (NROL-28, National Reconnaissance Office Launch-28, SBIRS HEO-2, Twins 2, USA 200)",65,15,20,0,3,-0.86511494,0.673718592,5.426679205,-0.017794007,0.878487978,,,,21,19,,0.23632998
"IMS 1 (Indian Mini-Satellite, TWSat)",27,10,31,2,6,-0.894682044,-0.622935654,-0.185628378,-0.690328113,-0.906718498,,-0.770832762,,16,90,,0.82323139
INMARSAT 3 F1,76,5,4,1,,1.217322677,0.611523553,-0.191099236,0.844315164,-0.047720677,-0.330043476,,0.792210523,1,15,0.579555598,-0.851768781
INMARSAT 3 F2,76,5,4,1,,1.217262582,0.611558652,-0.190861373,0.84433809,-0.045118967,-0.330043476,,0.792210523,0,95,-0.309267039,-0.851768781
INMARSAT 3 F4,76,5,4,1,,1.208007837,0.605697155,-0.192129978,0.834949894,-0.04685344,-0.330043476,,0.792210523,3,4,-1.52873436,-0.852111597
INMARSAT 3 F5,76,5,4,1,,1.217623156,0.611348059,-0.19205069,0.844303701,-0.075472247,-0.303155161,-0.209163912,0.792210523,3,4,0.14124883,-0.852454413
INMARSAT 4 F1,76,5,4,1,,1.217803443,0.611207664,-0.192684992,0.844315164,1.64122254,,2.011387356,1.191373152,1,19,0.572896088,-0.813716177
INMARSAT 4 F2,76,5,4,1,,1.217863539,0.611242763,-0.192684992,0.844349553,1.42397978,,2.011387356,1.191373152,15,138,-0.722600642,-0.813201953
INMARSAT 4 F3,76,5,4,1,,1.21798373,0.611172565,-0.193081431,0.84433809,1.641656158,,2.011387356,1.191373152,0,98,-1.220843002,-0.801546201
INMARSAT 5 F1,76,5,4,1,,1.218524592,0.610891775,-0.194667187,0.844372479,1.68935417,1.890163051,2.011387356,1.191373152,0,98,0.532273075,-0.852111597
INSAT 3A (Indian National Satellite),27,10,24,1,,1.218284209,0.610997071,-0.194032885,0.84433809,0.336465123,0.04485645,-0.14385358,0.592629209,3,7,0.901098952,-0.853140046
INSAT 3C (Indian National Satellite),27,10,4,1,,1.217322677,0.611558652,-0.191019948,0.84433809,0.249741466,-0.184078341,-0.12208347,0.592629209,3,1,0.685219827,-0.852454413
INSAT 3D (Indian National Satellite),27,10,24,1,,1.218404401,0.610926874,-0.194350036,0.844326627,-0.036446601,,,,3,8,0.773125363,-0.849026251
INSAT 3E (Indian National Satellite),27,10,6,1,,1.217382773,0.611488454,-0.191257812,0.844315164,0.249741466,-0.083439221,-0.296244353,0.592629209,3,7,0.474668311,-0.851083148
INSAT 4A (Indian National Satellite),27,10,4,1,,1.218103922,0.611102368,-0.193398582,0.84433809,0.401507866,,0.378629071,0.592629209,3,9,0.785112482,-0.852625821
INSAT 4B (Indian National Satellite),27,10,4,1,,1.217082294,0.611628849,-0.190464934,0.844315164,0.370287349,0.034869362,,,3,8,0.900543993,-0.852454413
INSAT 4CR (Indian National Satellite),27,10,4,1,,1.338595883,0.681124435,-0.194429324,0.844349553,-0.01910187,,-0.165623691,0.592629209,16,47,0.683998917,-0.852625821
Integral (INTErnational Gamma-Ray Astrophysics Laboratory),15,10,40,0,1,-0.794682731,4.718221258,6.915941939,3.821003618,0.791764321,1.632035234,-0.383324795,-1.403183937,0,95,,0.039896271
Intelsat 10 (PAS-10),65,5,4,1,,1.218043826,0.611102368,-0.193319295,0.844315164,0.678589949,0.937548486,1.2712036,1.191373152,0,95,0.623508365,-0.852454413
Intelsat 10-02 (Thor 4),65,5,4,1,,1.218464496,0.610856676,-0.194667187,0.844315164,1.475146737,,1.575985147,0.792210523,0,95,-0.147551931,-0.852797229
Intelsat 11 (PAS 11),65,5,4,1,,1.218164018,0.611067269,-0.193636446,0.84433809,0.137434331,,,1.191373152,3,7,-0.61493856,-0.852625821
Intelsat 14 (IS-14),65,5,4,1,,1.217743348,0.611242763,-0.192526417,0.844280775,1.491190614,0.942926149,,1.390954467,1,12,-0.636470976,-0.852797229
"Intelsat 15 (IS-15, JCSat 85)",65,5,4,1,,1.218043826,0.611172565,-0.193160719,0.844361016,0.163017809,,0.182698077,1.590535781,0,139,0.806422914,-0.852283005
Intelsat 16 (IS-16),65,5,4,1,,1.218464496,0.610926874,-0.194508612,0.844441257,0.119655981,,0.160927966,1.191373152,0,98,-0.782092267,-0.851940189
Intelsat 17 (IS-17),65,5,4,1,,1.217683252,0.611383158,-0.19205069,0.844361016,1.459536479,0.847664692,,1.390954467,3,7,0.595538422,-0.852625821
Intelsat 18 (IS-18),65,5,4,1,,1.21798373,0.611137466,-0.193160719,0.844326627,0.444869694,,,1.191373152,0,133,1.860845373,-0.852968638
Intelsat 19 (IS-19),65,5,4,1,,1.21756306,0.611277862,-0.192129978,0.844234923,1.485553576,,2.446789565,1.191373152,15,133,1.7054568,-0.85091174
"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",65,5,4,1,,1.218584688,0.610821577,-0.194905051,0.844349553,1.135623621,1.313984887,2.446789565,1.191373152,3,7,-0.636027009,-0.852111597
Intelsat 20 (IS-20),65,5,4,1,,1.218284209,0.610891775,-0.194270748,0.844257849,1.699761009,1.305534274,3.382904315,1.790117096,3,8,0.623286382,-0.852797229
Intelsat 21 (IS-21),65,5,4,1,,1.217923635,0.611628849,-0.191733539,0.844670517,1.652062997,1.774927418,,1.191373152,15,138,-0.780760365,-0.852111597
Intelsat 22,65,5,4,1,,1.218344305,0.610961972,-0.19419146,0.844349553,1.745290928,,,1.790117096,0,95,0.662133525,-0.852625821
Intelsat 23,65,5,4,1,,1.218344305,0.611137466,-0.193715734,0.844464183,0.444869694,0.163933271,,1.490745124,0,98,3.270441712,-0.852625821
"Intelsat 25 (IS-25, Protostar 1, Chinasat 8)",65,5,4,1,,1.218164018,0.610997071,-0.193795021,0.84433809,0.83512615,,1.575985147,1.390954467,3,8,3.509074163,-0.852797229
"Intelsat 26 (JCSat R, JCSAT-4, Japan Communications Satellite 4)",65,5,4,1,,1.218224113,0.61103217,-0.193795021,0.84433809,0.411914704,0.423597563,0.31331874,0.592629209,1,14,0.417951482,-0.852797229
"Intelsat 5 (Arabsat 2C, Panamsat-5, PAS-5)",65,5,4,1,,1.217923635,0.611172565,-0.193002143,0.844326627,0.241069101,0.944462624,1.292973711,1.191373152,0,97,0.152791982,-0.852625821
"Intelsat 603 (Intelsat 6 F-3, IS-603)",65,5,4,1,,1.218164018,0.611067269,-0.193636446,0.844361016,0.878487978,0.965205038,-0.274474243,0.792210523,3,4,0.0832001,-0.750466581
"Intelsat 7 (IS-7, PAS-7)",65,5,4,1,,1.21798373,0.611137466,-0.193160719,0.844326627,0.719350068,0.636399365,,1.191373152,3,0,0.625506219,-0.853140046
Intelsat 701,65,5,4,1,,1.21798373,0.611137466,-0.193160719,0.844315164,0.636528976,0.12321668,0.030307304,-1.702555909,3,4,1.860179421,-0.852968638
Intelsat 702,65,5,4,1,,1.218043826,0.611102368,-0.193319295,0.84433809,0.636528976,0.12321668,0.030307304,1.191373152,3,5,0.390203523,-0.852797229
Intelsat 706,65,5,4,1,,1.218043826,0.611067269,-0.193398582,0.844303701,0.641298777,0.12321668,0.030307304,1.191373152,1,14,1.605564146,-0.852968638
"Intelsat 8 (IS-8, PAS-8)",65,5,4,1,,1.217923635,0.611172565,-0.193002143,0.844315164,0.614848061,0.62257109,,1.191373152,0,97,1.738754351,-0.852797229
Intelsat 805,65,5,4,1,,1.21798373,0.611137466,-0.193160719,0.844315164,0.540265717,0.699394845,0.248008408,0.991791838,3,2,-0.752901414,-0.852968638
"Intelsat 9 (IS-9, PAS-9)",65,5,4,1,,1.218404401,0.610961972,-0.194270748,0.844383942,0.643900487,0.844591742,1.336513932,1.191373152,15,138,-0.780760365,-0.852968638
Intelsat 901,65,5,4,1,,1.21798373,0.611172565,-0.193081431,0.844361016,1.105270341,0.524236683,1.358284042,0.792210523,1,14,-0.336904006,-0.852968638
Intelsat 902,65,5,4,1,,1.21798373,0.611137466,-0.193160719,0.84433809,1.105270341,0.524236683,1.031732385,0.792210523,3,4,0.551696647,23.7627804
Intelsat 903,65,5,4,1,,1.217863539,11.94821904,6.092855295,0.844406868,1.105270341,0.524236683,1.053502495,0.792210523,3,4,-0.520484506,-0.852797229
Intelsat 904,65,5,4,1,,1.218404401,0.610856676,-0.194587899,0.844303701,1.086624755,0.814630478,1.031732385,0.792210523,0,97,0.529498279,-0.852968638
Intelsat 905,65,5,4,1,,1.21756306,0.611418257,-0.191733539,0.844361016,1.105270341,0.533455533,1.358284042,0.792210523,3,4,-0.409159693,-0.852968638
Intelsat 906,65,5,4,1,,1.21798373,0.611102368,-0.193240007,0.844303701,1.105270341,0.511176644,0.705180728,0.792210523,3,4,0.5754489,-0.852968638
Intelsat 907,65,5,4,1,,1.217683252,0.611348059,-0.192129978,0.84433809,1.088792846,0.52500492,1.358284042,0.792210523,3,4,-0.441680301,-0.852797229
Intelsat APR-2 (INSAT 2E),65,5,4,1,,1.217623156,0.611383158,-0.191892114,0.844349553,0.163017809,-0.107254585,-0.383324795,0.592629209,23,70,0.784557522,-0.850054699
Intelsat New Dawn,65,5,4,1,,1.219486124,0.614471851,-0.186579832,0.847834304,0.358146037,-0.005078991,0.226238298,1.191373152,3,7,0.227045522,-0.852283005
International Space Station (ISS [first element Zarya]),42,10,37,2,2,-0.907843012,-0.630481891,-0.182932593,-0.695486463,,,,4.185092871,0,95,,0.031325865
Interstellar Boundary EXplorer (IBEX),65,10,40,0,1,-0.511271217,10.58631616,7.109483457,-0.8016109,-0.742377168,,,,8,93,,-0.664591111
"IPEX (Intelligent Payload Experiment, CalPoly 8)",65,10,44,2,,-0.903756501,-0.614055662,0.041531167,-0.689181814,-0.942275197,,,,21,19,,1.212327828
Iridium 10 (Iridium SV010),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 11A (Iridium SVO88),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 12 (Iridium SV012),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 13 (Iridium SV013),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 14A (Iridium SV092),65,12,4,2,4,-0.889393619,-0.620338344,-0.193557158,-0.688379404,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.629540212
Iridium 15 (Iridium SV015),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 18 (Iridium SV018),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 19 (Iridium SV019),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 20A (Iridium SV089),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 21A (Iridium SVO93),65,12,4,2,4,-0.885367204,-0.617916528,-0.192447129,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 22 (Iridium SV022),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 23 (Iridium SV023),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 25 (Iridium SV025),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 29 (Iridium SV029),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 3 (Iridium SV078),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 30 (Iridium SV030),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 31 (Iridium SVO31),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 32 (Iridium  SV032),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 34 (Iridium SV034),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 35 (Iridium SV035),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 37 (Iridium SV037),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 39 (Iridium SV039),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 40 (Iridium SV040),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 41 (Iridium SV041),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 42 (Iridium SV042),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 43 (Iridium SV043),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 45 (Iridium SV045),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 47 (Iridium SV047),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 49 (Iridium SV049),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 5 (Iridium SV005),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 50 (Iridium SV050),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 51 (Iridium SV 051),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 52 (Iridium SV052),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 53 (Iridium SV053),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 54 (Iridium SV054),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 55 (Iridium SV055),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 56 (Iridium SV056),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 57 (Iridium SV057),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 58 (Iridium SV058),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 59 (Iridium SV059),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 6 (Iridium SV006),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 60 (Iridium SV060),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 61 (Iridium SV061),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 62 (Iridium SV062),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 63 (Iridium SV063),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 64 (Iridium SV064),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 65 (Iridium SV065),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 66 (Iridium SV066),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 67 (Iridium SV067),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 68 (Iridium SV068),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,0,97,,0.627826131
Iridium 7 (Iridium SV007),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 70 (Iridium SV070),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.626112049
Iridium 72 (Iridium SV072),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 74 (Iridium SV074),65,12,4,2,4,-0.887049885,-0.618934393,-0.193002143,-0.687462364,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.629540212
Iridium 75 (Iridium SV075),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 76 (Iridium SV076),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,18,58,,0.627826131
Iridium 77 (Iridium SV077),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 8 (Iridium SV008),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 80 (Iridium SV080),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 81 (Iridium SV081),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 82 (Iridium SV082),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 83 (Iridium SV083),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 84 (Iridium SV084),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 86 (Iridium SV086),65,12,4,2,4,-0.885307109,-0.617916528,-0.193002143,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,30,,0.627826131
Iridium 90 (Iridium SV090),65,12,4,2,4,-0.887230172,-0.618864195,-0.19022707,-0.687462364,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,29,,0.627826131
Iridium 91 (Iridium SV091),65,12,4,2,4,-0.885247013,-0.617986725,-0.194667187,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,29,,0.627826131
Iridium 94 (Iridium SV094),65,12,4,2,4,-0.885487396,-0.61784633,-0.19022707,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,29,,0.627826131
Iridium 95 (Iridium SV095),65,12,4,2,4,-0.885307109,-0.617951627,-0.193557158,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,29,,0.627826131
Iridium 96 (Iridium SV096),65,12,4,2,4,-0.887170077,-0.618829096,-0.19022707,-0.687462364,-0.643945818,-0.563587692,-0.513945458,-0.20569605,21,29,,0.641538781
Iridium 97 (Iridium SV097),65,12,4,2,4,-0.885247013,-0.617986725,-0.194667187,-0.686774584,-0.643945818,-0.563587692,-0.513945458,-0.20569605,12,101,,0.627826131
Iridium 98 (Iridium SV098),65,12,4,2,4,-0.886989789,-0.618969491,-0.194112173,-0.687462364,-0.643945818,-0.563587692,-0.513945458,-0.20569605,12,101,,0.627826131
IRIS (Interface Region Imaging Spectrometer),65,10,41,2,6,-0.894682044,-0.621987986,-0.170325833,-0.690098853,-0.8403749,,,-1.403183937,21,56,,0.824945472
IRNSS-1A (Indian Regional Navigation Satellite System),27,10,27,1,,1.214197699,0.613769875,-0.18015752,0.84422346,-0.32480276,-0.519029914,-0.457343171,0.19346658,16,79,0.473447401,-0.388624035
IRS-P6 (Resourcesat-1),27,10,31,2,6,-0.882843183,-0.61640728,-0.191892114,-0.685742914,-0.352987949,,-0.557485679,-0.804439993,16,86,,0.840372202
ITU-pSAT1 (Istanbul Technical University Picosat-1),61,0,44,2,6,-0.889273428,-0.619987356,-0.189037753,-0.688264774,-0.942275197,,,-1.602765252,16,79,,0.833515877
Jason 2,70,10,16,2,2,-0.851893877,-0.598120816,-0.189037753,-0.673018986,-0.702917904,-0.598926619,-0.709876452,-0.804439993,21,29,,0.278153561
"JCSat 10 (Japan Communications Satellite 10, JCSat 3A)",35,5,4,1,,1.217803443,0.611277862,-0.192526417,0.84433809,0.965211635,0.436657602,,1.191373152,3,7,1.278249216,-0.832742479
"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",35,5,4,1,,1.218524592,0.610856676,-0.194746475,0.844349553,0.588397346,0.291460704,0.748720949,1.191373152,3,4,1.085012427,-0.852968638
JCSat 13 (Japan Communications Satellite 13),35,5,4,1,,1.218284209,0.610926874,-0.19419146,0.844257849,1.008573464,,,1.191373152,3,8,1.239291081,-0.852283005
JCSat 1B (JCSAT 5),35,5,4,1,,1.218164018,0.61103217,-0.193715734,0.844326627,0.350340908,0.014126948,0.31331874,0.592629209,3,1,1.284020792,-0.852968638
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",35,5,4,1,,1.218764975,0.61103217,-0.194667187,0.84433809,0.141336895,0.130899056,-0.056773138,0.393047894,3,4,1.572266594,-0.852968638
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",35,5,4,1,,1.098212919,0.680317163,0.179729801,0.843673236,0.314784209,-0.045795581,0.31331874,1.091582495,1,14,1.237626204,-0.851940189
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",35,5,4,1,,1.218043826,0.611137466,-0.193240007,0.84433809,0.965211635,,,0.592629209,15,138,1.328528519,-0.852968638
"JCSat RA (JCSat 12, Japan Communications Satellite 12)",35,5,4,1,,1.218284209,0.61103217,-0.193874309,0.844361016,0.791764321,,,1.191373152,3,7,1.444514989,-0.852454413
Jugnu,27,0,12,2,,-0.881521077,-0.614898033,-0.180395383,-0.684940504,-0.94140796,,-0.818073901,-1.602765252,16,79,,-0.510323802
Kalpana-1 (Metsat-1),27,10,24,1,,1.218464496,0.610856676,-0.194667187,0.844315164,-0.483073434,-0.606608995,-0.698991397,-1.702555909,13,94,0.685108836,-0.852454413
KazSat-2,37,5,4,1,,1.218644784,0.610821577,-0.195063626,0.844372479,-0.379005046,,,0.592629209,0,98,0.82307169,-0.852625821
"Keyhole 3 (Advanced KH-11, KH-12-4, Advanced Keyhole, Misty-2, EIS-1, 8X Enhanced Imaging System, USA 144)",65,15,30,2,6,-0.883864811,-0.617214552,-0.195222202,-0.686235823,6.8624203,6.691647755,,-0.804439993,21,128,,0.23358745
"Keyhole 4 (Advanced KH-11, Advanced Keyhole, Improved Crystal, EIS-2, 8X Enhanced Imaging System, NROL 14, USA 161)",65,15,30,2,6,-0.919802064,-0.608755746,0.280504594,-0.690522984,6.8624203,6.691647755,,-0.804439993,21,128,,0.82323139
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",65,15,30,2,6,-0.916076128,-0.608439857,0.24823446,-0.690672003,6.8624203,6.691647755,,-0.804439993,21,128,,0.824945472
