id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
Iridium 19 (Iridium SV019),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 20A (Iridium SV089),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 21A (Iridium SVO93),65,12,4,2,4,775.0,780.0,0.00035,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 22 (Iridium SV022),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 23 (Iridium SV023),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 25 (Iridium SV025),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 29 (Iridium SV029),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 3 (Iridium SV078),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 30 (Iridium SV030),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 31 (Iridium SVO31),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 32 (Iridium  SV032),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 34 (Iridium SV034),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 35 (Iridium SV035),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 37 (Iridium SV037),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 39 (Iridium SV039),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 40 (Iridium SV040),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 41 (Iridium SV041),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 42 (Iridium SV042),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 43 (Iridium SV043),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 45 (Iridium SV045),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 47 (Iridium SV047),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 49 (Iridium SV049),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 5 (Iridium SV005),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 50 (Iridium SV050),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 51 (Iridium SV 051),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 52 (Iridium SV052),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 53 (Iridium SV053),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 54 (Iridium SV054),65,12,4,2,4,776.0,779.0,0.00021,100.4,,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 55 (Iridium SV055),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 56 (Iridium SV056),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 57 (Iridium SV057),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 58 (Iridium SV058),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 59 (Iridium SV059),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 6 (Iridium SV006),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 60 (Iridium SV060),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 61 (Iridium SV061),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 62 (Iridium SV062),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 63 (Iridium SV063),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 64 (Iridium SV064),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 65 (Iridium SV065),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 66 (Iridium SV066),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 67 (Iridium SV067),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 68 (Iridium SV068),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 7 (Iridium SV007),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 70 (Iridium SV070),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.5062191440000001
Iridium 72 (Iridium SV072),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 74 (Iridium SV074),65,12,4,2,4,747.0,751.0,0.00028,99.8,689.0,556.0,1400.0,8.0,21,30,,1.509709803
Iridium 75 (Iridium SV075),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 76 (Iridium SV076),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 77 (Iridium SV077),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 8 (Iridium SV008),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 80 (Iridium SV080),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 81 (Iridium SV081),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 82 (Iridium SV082),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 83 (Iridium SV083),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 84 (Iridium SV084),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 86 (Iridium SV086),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 90 (Iridium SV090),65,12,4,2,4,744.0,753.0,0.00063,99.8,689.0,556.0,1400.0,8.0,21,29,,1.507964474
Iridium 91 (Iridium SV091),65,12,4,2,4,777.0,778.0,7e-05,100.4,689.0,556.0,1400.0,8.0,21,29,,1.507964474
Iridium 94 (Iridium SV094),65,12,4,2,4,773.0,782.0,0.00063,100.4,689.0,556.0,1400.0,8.0,21,29,,1.507964474
Iridium 95 (Iridium SV095),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,29,,1.507964474
Iridium 96 (Iridium SV096),65,12,4,2,4,745.0,754.0,0.00063,99.8,689.0,556.0,1400.0,8.0,21,29,,1.521927108
Iridium 97 (Iridium SV097),65,12,4,2,4,777.0,778.0,7e-05,100.4,689.0,556.0,1400.0,8.0,12,101,,1.507964474
Iridium 98 (Iridium SV098),65,12,4,2,4,748.0,750.0,0.00014,99.8,689.0,556.0,1400.0,8.0,12,101,,1.507964474
IRIS (Interface Region Imaging Spectrometer),65,10,41,2,6,620.0,664.0,0.00314,97.5,236.0,,,2.0,21,56,,1.7086773380000002
IRNSS-1A (Indian Regional Navigation Satellite System),27,10,27,1,,35712.0,35872.0,0.0019,1436.0,1425.0,614.0,1660.0,10.0,16,79,0.959931089,0.47298422700000003
IRS-P6 (Resourcesat-1),27,10,31,2,6,817.0,823.0,0.00042,101.3,1360.0,,1200.0,5.0,16,86,,1.7243853009999999
ITU-pSAT1 (Istanbul Technical University Picosat-1),61,0,44,2,6,710.0,721.0,0.00078,99.1,1.0,,,1.0,16,79,,1.7174039840000002
Jason 2,70,10,16,2,2,1332.0,1344.0,0.00078,112.4,553.0,510.0,500.0,5.0,21,29,,1.1519173059999999
"JCSat 10 (Japan Communications Satellite 10, JCSat 3A)",35,5,4,1,,35772.0,35801.0,0.00033999999999999997,1436.1,4400.0,1858.0,,15.0,3,7,2.225469329,0.020769418
"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",35,5,4,1,,35784.0,35789.0,5.9999999999999995e-05,1436.11,3531.0,1669.0,7200.0,15.0,3,4,1.921607506,0.000174533
JCSat 13 (Japan Communications Satellite 13),35,5,4,1,,35780.0,35791.0,0.00013000000000000002,1436.03,4500.0,,,15.0,3,8,2.1642082719999998,0.000872665
JCSat 1B (JCSAT 5),35,5,4,1,,35778.0,35794.0,0.00018999999999999998,1436.09,2982.0,1308.0,5200.0,12.0,3,1,2.234545041,0.000174533
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",35,5,4,1,,35788.0,35794.0,7e-05,1436.1,2500.0,1460.0,3500.0,11.0,3,4,2.6878070480000003,0.000174533
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",35,5,4,1,,33782.0,37768.0,0.04729,1435.52,2900.0,1230.0,5200.0,14.5,1,14,2.161590279,0.00122173
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",35,5,4,1,,35776.0,35797.0,0.00025,1436.1,4400.0,,,12.0,15,138,2.304532744,0.000174533
"JCSat RA (JCSat 12, Japan Communications Satellite 12)",35,5,4,1,,35780.0,35794.0,0.00016999999999999999,1436.12,4000.0,,,15.0,3,7,2.486919651,0.000698132
Jugnu,27,0,12,2,,839.0,866.0,0.00187,102.0,3.0,,3.0,1.0,16,79,,0.34906585
Kalpana-1 (Metsat-1),27,10,24,1,,35783.0,35789.0,7e-05,1436.08,1060.0,500.0,550.0,0.5,13,94,1.292765377,0.000698132
KazSat-2,37,5,4,1,,35786.0,35788.0,2e-05,1436.13,1300.0,,,12.0,0,98,1.509709803,0.000523599
"Keyhole 3 (Advanced KH-11, KH-12-4, Advanced Keyhole, Misty-2, EIS-1, 8X Enhanced Imaging System, USA 144)",65,15,30,2,6,800.0,800.0,0.0,100.87,18000.0,10000.0,,5.0,21,128,,1.106538746
"Keyhole 4 (Advanced KH-11, Advanced Keyhole, Improved Crystal, EIS-2, 8X Enhanced Imaging System, NROL 14, USA 161)",65,15,30,2,6,202.0,1041.0,0.06,97.13,18000.0,10000.0,,5.0,21,128,,1.7069320080000001
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",65,15,30,2,6,264.0,1050.0,0.055929999999999994,97.0,18000.0,10000.0,,5.0,21,128,,1.7086773380000002
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",65,15,30,2,6,200.0,1000.0,0.05739,97.0,18000.0,10000.0,,5.0,21,34,,1.7069320080000001
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",65,15,30,2,6,257.0,997.0,0.052879999999999996,97.25,18000.0,10000.0,,5.0,21,34,,1.7069320080000001
"Kiku-8 (ETS-8, Engineering Test Satellite 8)",35,10,44,1,,35778.0,35792.0,0.00016999999999999999,1436.04,5800.0,,,,19,48,2.549227905,0.000523599
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),35,10,44,1,,35776.0,35796.0,0.00023999999999999998,1436.1,4850.0,2450.0,,,19,48,2.496693495,0.000349066
"KKS-1 (Kouku Kousen Satellite One, Kiseki)",35,0,44,2,,651.0,667.0,0.00114,97.92,3.0,,,1.0,19,48,,1.7109462659999999
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",54,12,15,2,6,676.0,698.0,0.00156,98.5,800.0,,955.0,3.0,12,100,,1.713913325
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",54,12,12,2,6,679.0,696.0,0.0012,98.5,1000.0,,1300.0,4.0,19,48,,1.713913325
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",54,12,12,2,6,535.0,552.0,0.00123,95.5,1000.0,,1400.0,5.0,24,39,,1.70344135
Kondor,48,15,30,2,,497.0,501.0,0.00029,94.6,1150.0,,,,0,122,,1.30428455
Koreasat 5 (Mugungwha 5),54,16,4,1,,35780.0,35792.0,0.00014,1436.1,4450.0,,,,15,138,1.9736183180000002,0.000349066
Koreasat 6 (Mugungwha 6),54,5,4,1,,35780.0,35794.0,0.00016999999999999999,1436.12,2850.0,1150.0,,15.0,3,7,2.024581932,0.000872665
Kuaizhou-1 (KZ-1),11,10,31,2,,291.0,317.0,0.00195,90.61,,,,,5,55,,1.686686189
KySat-2,65,0,44,2,,498.0,499.0,7e-05,94.58,2.5,,,1.0,22,74,,0.706858347
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",65,15,42,2,2,671.0,675.0,0.00028,98.2,14500.0,,,5.0,21,128,,0.994837674
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",65,15,42,2,2,574.0,676.0,0.0072900000000000005,97.21,14500.0,,,9.0,21,128,,1.186823891
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",65,15,42,2,2,713.0,716.0,0.00021,99.08,14500.0,,,9.0,1,127,,0.995012207
Landsat 7,65,10,16,2,6,702.0,703.0,7e-05,98.8,2744.0,2200.0,1500.0,15.0,21,29,,1.713913325
Landsat 8,65,10,16,2,6,700.0,705.0,0.00035,98.8,2780.0,1512.0,4300.0,5.0,21,19,,1.713913325
LAPAN-Tubsat,29,10,15,2,6,617.0,637.0,0.00143,97.2,60.0,,14.0,,13,88,,1.705186679
LatinSat A,1,5,4,2,2,610.0,668.0,0.00414,97.5,,12.0,,,0,41,,1.127482697
LatinSat B,1,5,4,2,2,603.0,717.0,0.00811,97.9,,12.0,,,0,41,,1.127482697
"Leasat 5 (Syncom IV-5, Leased Satellite F5)",67,15,4,1,,35760.0,35812.0,0.00062,1436.1,3400.0,1388.0,1200.0,10.0,6,116,1.746725515,0.139102741
Lotos-S (Cosmos 2455),48,15,30,2,6,900.0,911.0,0.0007599999999999999,103.1,5000.0,,,,12,110,,1.172861257
Luch 5A,48,10,4,1,,35778.0,35793.0,0.00018,1436.8,950.0,,,,0,98,,0.084648469
Luch 5B,48,10,4,1,,35772.0,35801.0,0.00033999999999999997,1436.09,1282.0,950.0,,,0,98,-0.27925268,0.003839724
Maroc Tubsat,41,10,44,2,6,984.0,1014.0,0.0020399999999999997,105.1,47.0,,56.0,0.5,0,133,,1.731366618
MaSat 1  (Magyar Satellite/Oscar 72),26,0,44,2,,305.0,1297.0,0.06917000000000001,100.9,1.0,,,,3,132,,1.21300383
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),65,0,44,2,,457.0,816.0,0.02562,97.45,2.0,,,,21,38,,1.774999849
MCubed-2 (Michigan Multipurpose MinisatelliteÊ2),65,0,44,2,,443.0,886.0,0.03149,98.0,1.0,,,,21,19,,2.09963109
Measat 2 (Malaysia East Asia Sat 2),39,5,4,1,,35782.0,35791.0,0.00011,1436.12,1450.0,650.0,1200.0,11.5,3,4,2.583087293,0.019024088999999998
Measat 3 (Malaysia East Asia Sat 3),39,5,4,1,,35778.0,35794.0,0.00018999999999999998,1436.1,4900.0,3220.0,10800.0,15.0,0,98,1.5976743969999998,0.0
Measat 3A (Malaysia East Asia Sat 3A),39,5,4,1,,35728.0,35788.0,0.0007099999999999999,1434.6,2417.0,,,15.0,0,139,1.596976266,0.000698132
Megha-Tropiques,28,10,16,2,,853.0,868.0,0.0010400000000000001,102.2,1000.0,,,5.0,16,79,,0.34906585
"Mercury 1 (Advanced Vortex 1, USA 105)",65,15,42,1,,35598.0,35976.0,0.00448,1436.13,8000.0,4000.0,,,1,129,-0.487819526,0.08901179199999999
"Mercury 2 (Advanced Vortex 2, USA 118)",65,15,42,1,,33674.0,37900.0,0.05012,1436.12,8000.0,4000.0,,,1,129,-0.410326907,0.12793263400000002
Meridian-3,48,15,4,0,3,961.0,39388.0,0.72382,645.98,2500.0,,,,12,105,,1.09606677
Meridian-4,48,15,4,0,3,964.0,39396.0,0.72377,717.88,2500.0,,,,12,105,,1.09606677
Meridian-6 (Meridian 16L),48,15,4,0,3,1006.0,39362.0,0.72223,718.04,,,,,12,105,,1.09484504
Meteor-M (Meteor-M1),48,10,24,2,4,818.0,820.0,0.00014,101.3,2700.0,,,5.0,0,107,,1.720894642
"Meteosat 10 (MSGalaxy-3,MSG 3)",42,11,17,1,,35784.0,35791.0,8e-05,1436.15,2000.0,,,7.0,3,8,,0.031415927
Meteosat 7 (MTP 1),42,11,17,1,,35770.0,35797.0,0.00032,1435.96,696.0,320.0,200.0,5.0,3,7,-1.009672972,0.082205008
"Meteosat 8 (MSGalaxy-1, MSG-1)",42,11,17,1,,35781.0,35793.0,0.00014,1436.1,2000.0,1000.0,700.0,12.0,3,7,0.16179202199999998,0.008028515
"Meteosat 9 (MSGalaxy-2, MSG 2)",42,11,17,1,,35775.0,35795.0,0.00023999999999999998,1436.0,2000.0,1000.0,700.0,12.0,3,9,-0.000349066,0.005061455
MetOp-A (Meteorological Operational satellite),42,11,17,2,4,820.0,821.0,7e-05,101.3,4193.0,3750.0,,5.0,0,112,,1.7226399719999999
MetOp-B (Meteorological Operational satellite),42,11,17,2,4,819.0,822.0,0.00021,101.3,4085.0,,,5.0,0,105,,1.7226399719999999
Mexsat-3 (Mexsat Bicentenario),40,13,4,1,,35784.0,35791.0,8e-05,1436.16,2900.0,,3500.0,15.0,3,20,-2.005383311,0.00122173
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",65,15,4,1,,35754.0,35819.0,0.0007700000000000001,1436.13,4536.0,,8000.0,10.0,1,126,-0.6789330790000001,0.104545222
"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",65,15,4,1,,35765.0,35809.0,0.0005200000000000001,1436.13,4536.0,,8000.0,10.0,1,126,0.068765973,0.006108651999999999
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",65,15,4,1,,35764.0,35768.0,5e-05,1435.04,4536.0,,8000.0,12.0,1,127,-1.185078562,0.078539816
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",65,15,4,1,,35753.0,35820.0,0.00079,1436.12,4536.0,,8000.0,0.0,1,127,0.068416907,0.060213859
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),65,15,4,1,,35768.0,35806.0,0.00045,1436.13,4536.0,,8000.0,12.0,1,127,-1.570447261,0.014311700000000002
"MiRÊÊ(Mikhail Reshetnev [MiR], Yubileiny-2/RS-40)",48,0,15,2,,1481.0,1510.0,0.0018399999999999998,115.9,65.0,35.0,40.0,1.0,12,100,,1.439896633
MKA-FKI-1 (Zond PP),48,10,32,2,6,805.0,821.0,0.0011099999999999999,101.2,110.0,,220.0,3.0,0,111,,1.72613063
MOST (Microvariability & Oscillations of STars),9,10,1,2,6,817.0,832.0,0.0010400000000000001,101.4,53.0,53.0,35.0,1.0,12,100,,1.7226399719999999
Mozhayets 4 (RS-22),48,0,44,2,6,669.0,690.0,0.00149,98.3,64.0,,,,12,53,,1.7069320080000001
MSAT 1,68,5,4,1,,35763.0,35809.0,0.00055,1436.09,2850.0,1330.0,3300.0,12.0,3,3,-1.8575539230000002,0.023911011
"MSAT 2 (AMSC-1, ACTel-1)",68,5,4,1,,35776.0,35796.0,0.00023999999999999998,1436.09,2850.0,1330.0,3300.0,10.0,1,15,-1.766447736,0.070162236
MTI (Multispectral Thermal Imager),65,13,44,2,6,500.0,525.0,0.00182,94.9,587.0,,575.0,3.0,21,123,,1.699950691
MTSAT-1R (Himawari 6),35,10,26,1,,35778.0,35796.0,0.00021,1436.1,2900.0,1250.0,2700.0,5.0,19,48,2.444682683,0.00122173
MTSAT-2 (Multi-Functional Transport Satellite),35,10,24,1,,35776.0,35797.0,0.00025,1436.1,2900.0,1250.0,2700.0,5.0,19,48,2.531774613,0.000174533
MUOS-1 (Mobile User Objective System 1),65,15,4,1,,35800.0,35800.0,0.0,1436.1,6804.0,,,0.5,1,19,,
MUOS-2 (Mobile User Objective System 2),65,15,4,1,,35800.0,35900.0,0.00118,1436.1,6804.0,,,0.5,1,19,,
Nanosat-1,55,10,4,2,4,654.0,659.0,0.00036,97.9,20.0,15.0,20.0,,3,9,,1.7174039840000002
Nanosat-1B,55,10,10,2,4,583.0,672.0,0.00636,97.3,20.0,15.0,20.0,,0,39,,1.712167996
NATO 4-B (USA 98),76,15,4,1,,35775.0,35795.0,0.00023999999999999998,1436.04,1430.0,660.0,1200.0,7.0,1,29,-0.611737903,0.12793263400000002
"Navstar GPS II-10 (Navstar SVN 23, PRN 32,  USA 66)",65,16,28,3,,19781.0,20582.0,0.015080000000000001,717.94,1816.0,844.0,700.0,7.5,1,29,,0.973544657
"Navstar GPS II-14 (Navstar SVN 26, PRN 26, USA 83)",65,16,28,3,,19959.0,20403.0,0.00836,717.93,1816.0,844.0,700.0,7.5,1,29,,0.959931089
"Navstar GPS II-21 (Navstar SVN 39, PRN 09, USA 92)",65,16,28,3,,20120.0,20244.0,0.00234,717.97,1816.0,844.0,700.0,7.5,1,29,,0.954695101
"Navstar GPS II-23 (Navstar SVN 34, PRN 04, USA 96)",65,16,28,3,,20104.0,20260.0,0.00294,717.97,1816.0,844.0,700.0,7.5,1,29,,0.959931089
"Navstar GPS II-24 (Navstar SVN 36, PRN 06, USA 100)",65,16,28,3,,19986.0,20315.0,0.0062,716.69,1816.0,844.0,700.0,7.5,1,29,,0.958185759
"Navstar GPS II-25 (Navstar SVN 33, PRN 03, USA 117)",65,16,28,3,,20080.0,20284.0,0.0038399999999999997,717.97,1816.0,844.0,700.0,7.5,1,29,,0.954695101
"Navstar GPS II-26 (Navstar SVN 40, PRN 10, USA 126)",65,16,28,3,,20134.0,20227.0,0.00175,717.91,1816.0,844.0,700.0,7.5,1,29,,0.959931089
"Navstar GPS II-28 (Navstar SVN 38, PRN 08, USA 135)",65,16,28,3,,19912.0,20449.0,0.01011,717.91,1816.0,844.0,700.0,7.5,1,29,,0.958185759
"Navstar GPS II-35 (Navstar SVN 35, PRN 30, USA 94)",65,16,28,3,,20109.0,20257.0,0.00279,718.01,1816.0,844.0,700.0,7.5,1,29,,0.95644043
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",65,16,28,3,,20188.0,20224.0,0.0006799999999999999,718.94,1630.0,,,12.0,1,33,,0.959931089
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",65,16,28,3,,20451.0,20464.0,0.00023999999999999998,729.18,1630.0,,,12.0,1,33,,0.960454687
"Navstar GPS IIF-3 (Navstar SVN 65, USA 239)",65,16,28,3,,20174.0,20191.0,0.00032,718.0,1630.0,,1136.0,10.0,1,33,,0.9590584240000001
"Navstar GPS IIF-4 (Navstar SVN 66, USA 242)",65,16,28,3,,20184.0,20247.0,0.00118,719.32,1630.0,,1136.0,10.0,1,19,,0.961501885
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",65,16,28,3,,19963.0,20327.0,0.00686,716.47,2217.0,980.0,1136.0,10.0,1,29,,0.9616764179999999
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",65,16,28,3,,20089.0,20276.0,0.00352,717.98,2217.0,980.0,1136.0,10.0,1,29,,0.959931089
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",65,16,28,3,,20072.0,20292.0,0.00414,717.96,2217.0,980.0,1136.0,10.0,1,29,,0.9663888070000001
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",65,16,28,3,,19938.0,20426.0,0.00919,718.0,2217.0,980.0,1136.0,10.0,1,29,,0.95644043
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",65,16,28,3,,20123.0,20247.0,0.00233,718.09,2217.0,980.0,1136.0,10.0,1,29,,0.958185759
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",65,16,28,3,,20096.0,20268.0,0.00324,717.97,2217.0,980.0,1136.0,10.0,1,29,,0.925024504
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",65,16,28,3,,20133.0,20234.0,0.0019,718.03,2217.0,980.0,1136.0,10.0,1,29,,0.958185759
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",65,16,28,3,,20184.0,20427.0,0.00455,722.98,2217.0,980.0,1136.0,10.0,1,29,,0.959931089
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",65,16,28,3,,20177.0,20498.0,0.00601,724.28,2217.0,980.0,1136.0,10.0,1,29,,0.959931089
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",65,16,28,3,,20104.0,20266.0,0.00305,718.09,2217.0,980.0,1136.0,10.0,1,29,,0.959931089
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",65,16,28,3,,20155.0,20344.0,0.00355,720.71,2217.0,980.0,1136.0,10.0,1,29,,0.959931089
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",65,16,28,3,,20063.0,20433.0,0.00695,720.65,2217.0,980.0,1136.0,10.0,1,29,,0.958185759
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",65,16,28,3,,20142.0,20221.0,0.00149,717.95,2217.0,980.0,1136.0,10.0,1,29,,0.9613273520000001
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",65,16,28,3,,20020.0,20342.0,0.00606,717.93,2060.0,,,10.0,1,29,,0.9588838909999999
