ID,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Expected_Lifetime,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
"Samba (part of Cluster quartet, Cluster 2 FM7)",ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,17007.0,120923.0,0.6896899999999999,3430.28,1200.0,478.0,220.0,36723.0,4.0,International,Baikonur Cosmodrome,Soyuz,JMSatcat304,,1.5795229730000002
Sapphire (Space Surveillance Mission of Canada),Canada,Military,Space Observation,LEO,Sun-Synchronous,772.0,787.0,0.00105,100.4,148.0,,,41330.0,5.0,UK/Canada,Satish Dhawan Space Center,PSLV,SC - ASCR,,1.720894642
SARAL (Satellite with ARGOS and ALTIKA),India/France,Government,Earth Science,LEO,Sun-Synchronous,782.0,785.0,0.00021,100.53,407.0,,906.0,41330.0,5.0,India,Satish Dhawan Space Center,PSLV,SC - ASCR,,1.7191493130000002
SAR-Lupe 1,Germany,Military,Surveillance,LEO,,468.0,505.0,0.0027,94.3,770.0,,,39070.0,10.0,Germany,Plesetsk Cosmodrome,Kosmos 3M,SC - ASCR,,1.713913325
SAR-Lupe 2,Germany,Military,Surveillance,LEO,,470.0,503.0,0.00241,94.34,770.0,,,39265.0,10.0,Germany,Plesetsk Cosmodrome,Kosmos 3M,,,1.713738793
SAR-Lupe 3,Germany,Military,Surveillance,LEO,,473.0,496.0,0.00168,94.3,770.0,,,39387.0,10.0,Germany,Plesetsk Cosmodrome,Kosmos 3M,,,1.7133897269999998
SAR-Lupe 4,Germany,Military,Surveillance,LEO,,448.0,486.0,0.00278,94.4,770.0,,,39534.0,10.0,Germany,Plesetsk Cosmodrome,Kosmos 3M,SC - ASCR,,1.713215194
SAR-Lupe 5,Germany,Military,Surveillance,LEO,,474.0,502.0,0.00204,94.37,770.0,,,39651.0,10.0,Germany,Plesetsk Cosmodrome,Kosmos 3M,SC - ASCR,,1.713215194
Satmex 4 (Solidaridad 2),Mexico,Commercial,Communications,GEO,,35777.0,35794.0,0.0002,1436.08,2276.0,1641.0,3300.0,34615.0,14.0,USA,Guiana Space Center,Ariane 44L,JM/12_08,-2.005383311,0.012915436
Satmex 5,Mexico,Commercial,Communications,GEO,,35779.0,35792.0,0.00015,1436.08,3542.0,2267.0,8800.0,36134.0,15.0,USA,Guiana Space Center,Ariane 42L,JM/12_08,-2.038020968,0.000349066
Satmex 6,Mexico,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.1,5456.0,2310.0,12690.0,38864.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,-1.971872989,0.000523599
Satmex 8,Mexico,Commecial,Communications,GEO,,35779.0,35795.0,0.00019,1436.1,5474.0,2317.0,12690.0,41359.0,15.0,USA,Baikonur Cosmodrome,Proton M,SC - ASCR,-2.038544566,0.000349066
Saudicomsat-1,Saudi Arabia,Commercial,Technology Development,LEO,Sun-Synchronous,697.0,747.0,0.00353,99.2,12.0,,,38167.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr 1,www.satellitedebris.net 12/12,,1.7104226669999998
Saudicomsat-2,Saudi Arabia,Commercial,Technology Development,LEO,Sun-Synchronous,696.0,780.0,0.00591,99.6,12.0,,,38167.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr 1,www.satellitedebris.net 12/12,,1.712167996
Saudicomsat-3,Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,652.0,714.0,0.0044,98.4,12.0,,,39189.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.706932008
Saudicomsat-4,Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,649.0,746.0,0.00686,98.7,12.0,,,39189.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.706932008
Saudicomsat-5,Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,651.0,725.0,0.00524,98.5,12.0,,,39189.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.706932008
Saudicomsat-6,Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,648.0,758.0,0.00778,98.8,12.0,,,39189.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.706932008
Saudicomsat-7,Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,650.0,736.0,0.00609,98.6,12.0,,,39189.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.706932008
"Saudisat 1C (Oscar 50, SO 50)",Saudi Arabia,Government,Scientific Research,LEO,Intermediate,603.0,702.0,0.00705,97.8,10.0,,,37610.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.127482697
Saudisat-2,Saudi Arabia,Government,Remote Sensing/Research,LEO,Sun-Synchronous,696.0,734.0,0.00268,99.1,35.0,35.0,,38167.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr 1,www.satellitedebris.net 12/12,,1.7086773380000002
Saudisat-3,Saudi Arabia,Government,Earth Observation/Research,LEO,,656.0,677.0,0.00149,98.1,200.0,,,39189.0,,Saudi Arabia,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.706932008
"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",USA,Military,Early Warning,GEO,,35778.0,35795.0,0.0002,1436.11,4500.0,,,40670.0,12.0,USA,Cape Canaveral,Atlas 5,SC - ASCR,-1.690176848,0.112573737
"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)",USA,Military,Early Warning,GEO,,35770.0,35790.0,0.00024,1436.11,4500.0,,,41352.0,12.0,USA,Cape Canaveral,Atlas 5,Estimated,,0.112573737
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)",USA,Military,Reconnaissance,LEO,,538.0,541.0,0.00022,95.43,1031.0,,,40447.0,,USA,Vandenberg AFB,Minotaur 4,SC - ASCR,,1.710248134
"SB-WASS 3-1 (Space Based Wide Area Surveillance System) (NOSS 3-1, NOSS C1-1, USA 160)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1100.0,1100.0,0.0,107.26,5000.0,,,37142.0,,USA,Vandenberg AFB,Atlas 2 AS,JMSatcat304,,1.099557429
"SB-WASS 3-1 (Space Based Wide Area Surveillance System) (NOSS 3-1,USA 160, NOSS C1-2)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1100.0,1100.0,0.0,107.26,5000.0,,,37142.0,,USA,Vandenberg AFB,Atlas 2 AS,JMSatcat304,,1.099557429
"SB-WASS 3-2 (Space Based Wide Area Surveillance System) (NOSS 3-2, USA 173, NOSS C2-1)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1013.0,1200.0,0.01251,107.4,5000.0,,,37957.0,,USA,Vandenberg AFB,Atlas 2 AS,JMSatcat304,,1.106538746
"SB-WASS 3-2 (Space Based Wide Area Surveillance System) (NOSS 3-2, USA 173, NOSS C2-2)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1011.0,1202.0,0.01277,107.4,5000.0,,,37957.0,,USA,Vandenberg AFB,Atlas 2 AS,JMSatcat304,,1.106538746
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1016.0,1203.0,0.0125,107.4,5000.0,,,38386.0,,USA,Cape Canaveral,Atlas 3B,SC - ASCR,,1.106538746
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L28)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1017.0,1203.0,0.01243,107.4,5000.0,,,38386.0,,USA,Cape Canaveral,Atlas 3B,SC - ASCR,,1.106538746
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1015.0,1200.0,0.01237,107.4,5000.0,,,39248.0,,USA,Cape Canaveral,Atlas 5,,,1.106538746
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34)",USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1014.0,1201.0,0.0125,107.4,5000.0,,,40648.0,,USA,Vandenberg AFB,Atlas 5,SC - ASCR,,1.106538746
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36)",USA,Military,Electronic Surveillance/Ocean,LEO,,1012.0,1203.0,0.01277,107.4,6500.0,,,41165.0,,USA,Vandenberg AFB,Atlas 5,ZARYA,,1.106538746
SCD-1 (Satlite de Coleta de Dados),Brazil,Government,Meteorology/Earth Observation,LEO,Intermediate,716.0,776.0,0.004220000000000001,99.7,110.0,,70.0,34009.0,3.0,Brazil,Cape Canaveral,Pegasus,www.satellitedebris.net 12/12,,0.436332313
SCD-2 (Satlite de Coleta de Dados),Brazil,Government,Meteorology/Earth Observation,LEO,Intermediate,735.0,760.0,0.00176,99.8,110.0,,70.0,36091.0,3.0,Brazil,Cape Canaveral,Pegasus,www.satellitedebris.net 12/12,,0.436332313
Scisat-1 (Atmospheric Chemistry Experiment),Canada,Government,Space Science,LEO,Intermediate,638.0,649.0,0.00078,97.6,150.0,,80.0,37845.0,,Canada,Vandenberg AFB,Pegasus XL,www.satellitedebris.net 12/12,,1.289798317
SDO (Solar Dynamics Observatory),USA,Government,Space Science,GEO,,35779.0,35791.0,0.00014,1436.03,3100.0,1650.0,1500.0,40220.0,5.0,USA,Cape Canaveral,Atlas 5,,-1.780235837,0.488692191
"SDS III-2 (Satellite Data System) (NRO L-10, Great Bear, USA 155)",USA,Military,Electronic Surveillance,GEO,,35758.0,35815.0,0.0006799999999999999,1436.13,,,,36866.0,,USA,Cape Canaveral,Atlas 2 AS,JM/12_08,-0.175056524,0.044854962000000005
"SDS III-3 (Satellite Data System) (NRO L-12, Aquila-1, USA 162)",USA,Military,Communications,GEO,,35761.0,35812.0,0.0006,1436.1,,,,37174.0,0.5,USA,Cape Canaveral,Atlas 2 AS,JM/12_08,-2.511179728,0.043807764000000006
"SDS III-4 (Satellite Data System) (NRO L-1, Nemesis, USA 179)",USA,Military,Communications,Elliptical,Molniya,500.0,39850.0,0.74119,717.7,,,,38230.0,0.5,USA,Cape Canaveral,Atlas 2 AS,GS,,1.106538746
"SDS III-5 (Satellite Data System) (NRO L-24, Scorpius, USA 198)",USA,Military,Communications,Elliptical,Molniya,400.0,39966.0,0.7450399999999999,718.0,,,,39426.0,0.5,USA,Cape Canaveral,Atlas 5,GS,,1.047197551
"SDS III-6 (Satellite Data System) NRO L-27, Gryphon, USA 227)",USA,Military,Communications,GEO,,35770.0,35803.0,0.00039,14.36,,,,40604.0,,USA,Cape Canaveral,Delta 4,JM/5_11,-0.530580093,0.08587019900000001
"SDS III-7 (Satellite Data System) NRO L-38, Drake, USA 236)",USA,Military,Electronic Surveillance,GEO,,35771.0,35805.0,0.0004,23.94,,,,41080.0,,USA,Cape Canaveral,Atlas 5,ZARYA,,0.08569566599999999
SDS-4 (Small Demonstration Satellite-4),Japan,Government,Technology Development,LEO,Sun-Synchronous,661.0,673.0,0.00085,98.1,50.0,48.0,120.0,41046.0,2.0,Japan,Tanegashima Space Center,H-2A,www.satellitedebris.net 12/12,,1.713913325
SEEDS 2,Japan,Civil,Technology Development,LEO,Sun-Synchronous,607.0,627.0,0.00143,97.0,3.0,,,39566.0,,Japan,Sriharikota Launch Station,PSLV C9,www.satellitedebris.net 12/12,,1.706932008
SES-1 (AMC-4R),USA,Commercial,Communications,GEO,,35781.0,35793.0,0.00014,1436.1,,2561.0,5000.0,40292.0,15.0,USA,Baikonur Cosmodrome,Proton M,SC - ASCR,-1.762782545,0.000872665
SES-2,USA,Commercial,Communications,GEO,,35778.0,35798.0,0.00024,1436.19,3200.0,,5000.0,40807.0,16.5,USA,Guiana Space Center,Ariane 5 ECA,JM/1_12,-1.518436449,0.000174533
SES-3,USA,Commercial,Communications,GEO,,35850.0,35852.0,2e-05,1439.41,3112.0,,,40739.0,15.0,USA,Baikonur Cosmodrome,Proton M,SC - ASCR,-1.79768913,0.000872665
SES-4,USA,Commercial,Communications,GEO,,35781.0,35792.0,0.00013000000000000002,1436.1,,,20000.0,40953.0,15.0,USA,Baikonur Cosmodrome,Proton M,ZARYA,-0.383972435,0.000872665
"SES-5 (Sirius 5, Astra 4B)",USA,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.12,6007.0,,,41099.0,15.0,USA,Baikonur Cosmodrome,Proton M,ZARYA,0.087266463,0.002268928
SES-6,USA,Commercial,Communications,GEO,,35757.0,35816.0,0.0007,1436.09,6140.0,,,41428.0,15.0,France/UK/Germany,Baikonur Cosmodrome,Proton M,SC - ASCR,-0.706858347,0.002268928
"SES-7 (Protostar 2, Indostar 2)",USA,Commercial,Communications,GEO,,35783.0,35790.0,8e-05,1436.1,4007.0,,,39949.0,15.0,USA,Baikonur Cosmodrome,Breeze M,JM/7_09,1.885304658,0.000523599
SES-8,USA,Commercial,Communications,GEO,,35777.0,35795.0,0.00021,1436.07,3138.0,,,41611.0,15.0,USA,Cape Canaveral,Falcon 9,SC - ASCR,1.658062789,0.000349066
Shijian 11-01 (SJ-11-01),China (PR),Government,Space Physics,LEO,Sun-Synchronous,686.0,703.0,0.0012,98.7,,,,40129.0,3.0,China (PR),Jiuquan Satellite Launch Center,Long March 2C,www.satellitedebris.net 12/12,,1.712167996
Shijian 11-02 (SJ-11-02),China (PR),Government,Technology Development,LEO,Sun-Synchronous,686.0,704.0,0.00127,98.7,,,,40753.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2C,www.satellitedebris.net 12/12,,1.713913325
Shijian 11-03 (SJ-11-03),China (PR),Government,Technology Development,LEO,Sun-Synchronous,688.0,703.0,0.00106,98.7,,,,40730.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2C,www.satellitedebris.net 12/12,,1.713913325
Shijian 11-05 (SJ-11-05),China (PR),Government,Technology Development,LEO,Sun-Synchronous,689.0,704.0,0.00106,98.7,,,,41470.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2C,ZARYA,,1.712167996
Shijian 12 (SJ-12),China (PR),Government,Technology Development,LEO,Sun-Synchronous,583.0,601.0,0.00129,96.5,,,,40344.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.705186679
Shijian 15 (SJ-15),China (PR),Government,Technology Development,LEO,Sun-Synchronous,661.0,673.0,0.00085,98.08,,,,41474.0,,China (PR),Taiyuan Launch Center,Long March 3C,ZARYA,,1.711469865
Shijian 16 (SJ-16),China (PR),Government,Technology Development,LEO,Sun-Synchronous,599.0,616.0,0.00122,96.85,,,,41572.0,,China (PR),Jiuquan Satellite Launch Center,Long March 4B,SC - ASCR,,1.308647873
"Shijian 6A (SJ-6A, Dong Fang Hong 60)",China (PR),Government,Space Physics,LEO,Sun-Synchronous,579.0,606.0,0.00194,96.5,,,,38238.0,2.0,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.706932008
Shijian 6B (SJ-6B),China (PR),Government,Space Physics,LEO,Sun-Synchronous,587.0,598.0,0.00079,96.5,,,,38238.0,2.0,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.706932008
Shijian 6C (SJ-6-02A),China (PR),Government,Space Physics,LEO,Sun-Synchronous,591.0,594.0,0.00022,96.5,,,,39013.0,,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.705186679
Shijian 6D (SJ-6-02B),China (PR),Government,Space Physics,LEO,Sun-Synchronous,594.0,595.0,7e-05,96.6,,,,39013.0,,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.705186679
"Shijian 6E (SJ6-03A, SJ-6E)",China (PR),Government,Space Physics,LEO,Sun-Synchronous,581.0,607.0,0.00187,96.6,,,,39746.0,3.0,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.70344135
"Shijian 6F (SJ6-03B, SJ-6F)",China (PR),Government,Space Physics,LEO,Sun-Synchronous,578.0,603.0,0.0018,96.5,,,,39746.0,3.0,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.70344135
Shijian 6G (SJ6-04A),China (PR),Government,Reconnaissance,LEO,Sun-Synchronous,584.0,603.0,0.00136,96.6,,,,40457.0,,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.705186679
Shijian 6H (SJ6_04B),China (PR),Government,Reconnaissance,LEO,Sun-Synchronous,586.0,602.0,0.00115,96.6,,,,40457.0,,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,,1.705186679
"Shijian 7 (SJ7, Dong Fang Hong 65)",China (PR),Government,Space Physics,LEO,Sun-Synchronous,534.0,591.0,0.00411,95.9,,,,38538.0,3.0,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.705186679
Shijian 9A (SJ 9A),China (PR),Government,Technology Development,LEO,,623.0,650.0,0.00193,97.44,,,,41196.0,,China (PR),Taiyuan Launch Center,Long March 2C,SC - ASCR,,1.710248134
Shijian 9B (SJ 9B),China (PR),Government,Technology Development,LEO,,624.0,651.0,0.00193,97.46,,,,41196.0,,China (PR),Taiyuan Launch Center,Long March 2C,SC - ASCR,,1.710248134
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)",China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,586.0,601.0,0.00108,96.6,204.0,,,38095.0,,China (PR),Xichang Satellite Launch Center,Long March 2C,www.satellitedebris.net 12/12,,1.7016960209999998
"Shiyan 3 (SY3, Experimental Satellite 3)",China (PR),Government,Remote Sensing/Research,LEO,Sun-Synchronous,785.0,803.0,0.00126,100.8,300.0,,,39757.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.7191493130000002
"Shiyan 4 (SY4, Experimental Satellite 4)",China (PR),Government,Remote Sensing/Research,LEO,Sun-Synchronous,784.0,802.0,0.00126,100.7,300.0,,,40867.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,,1.7174039840000002
"Shiyan 5 (SY5, Experimental Satellite 5)",China (PR),Government,Remote Sensing/Research,LEO,,739.0,755.0,0.00112,99.7,204.0,,,41603.0,,China (PR),Jiuquan Satellite Launch Center,Long March 2D,ZARYA/ASCR,,1.7086773380000002
"Shiyan 7 (SY7, Experimental Satellite 7)",China (PR),Military,Technology Development,LEO,Sun-Synchronous,668.0,672.0,0.00028,98.15,,,,41474.0,,China (PR),Taiyuan Launch Center,Long March 4C,ZARYA,,1.711469865
Sich 2,Ukraine,Government,Earth Observation,LEO,Sun-Synchronous,684.0,701.0,0.0012,98.6,169.0,,,40772.0,5.0,Ukraine,Dombarovsky Launch Facility,Dnepr 1,www.satellitedebris.net 12/12,,1.713913325
Sicral 1A,Italy,Military,Communications,GEO,,35769.0,35802.0,0.00039,1436.06,2596.0,1263.0,3300.0,36929.0,0.5,Italy,Guiana Space Center,Ariane 44L,JM/12_08,0.283616003,0.017627825
Sicral 1B,Italy,Military/Commercial,Communications,GEO,,35788.0,35802.0,0.00017,1436.52,3038.0,,,39923.0,0.5,Italy,Sea Launch (Odyssey),Zenit 3SL,SC - ASCR,0.205948852,0.000698132
"Sina-1 (Sinah 1, ZS1)",Iran,Government,Communications/Research,LEO,Sun-Synchronous,681.0,703.0,0.00156,98.6,170.0,,,38652.0,3.0,Russia,Plesetsk Cosmodrome,Kosmos 3M,www.satellitedebris.net 12/12,,1.7086773380000002
"Sinosat-6 (Chinasat-6A, XN-6)",China (PR),Commercial,Communications,GEO,,35794.0,35796.0,2e-05,1436.1,5000.0,,,40425.0,15.0,China (PR),Xichang Satellite Launch Center,Long March 3B,SC - ASCR,,0.005235988
Sirius 1 (SD Radio 1),USA,Commercial,Communications,Elliptical,,23783.0,47100.0,0.27883,1418.5,3727.0,1570.0,,36707.0,15.0,USA,Baikonur Cosmodrome,Proton K,JMSatcat304,,1.104793417
Sirius 2 (SD Radio 2),USA,Commercial,Communications,Elliptical,,12849.0,47048.0,0.47082,1148.43,3792.0,1570.0,,36774.0,15.0,USA,Baikonur Cosmodrome,Proton K,JMSatcat304,,1.104793417
Sirius 3 (SD Radio 3),USA,Commercial,Communications,Elliptical,,6179.0,47086.0,0.6197600000000001,994.83,3727.0,1570.0,,36860.0,15.0,USA,Baikonur Cosmodrome,Proton K,JMSatcat304,,1.106538746
Sirius 4 (Astra 4A),Sweden,Commercial,Communications,GEO,,35776.0,35795.0,0.00023,1436.1,4400.0,,,39403.0,15.0,USA,Baikonur Cosmodrome,Proton M,JM/12_08,0.084648469,0.000698132
Sirius FM-5,USA,Commercial,Communications,GEO,,35774.0,35798.0,0.00028,1436.0,5800.0,,20000.0,39994.0,15.0,USA,Baikonur Cosmodrome,Proton M,SC - ASCR,-1.675516082,0.0
Sirius FM-6,USA,Commercial,Communications,GEO,,35785.0,35791.0,7e-05,1436.16,6020.0,2975.0,20000.0,41572.0,15.0,USA,Baikonur Cosmodrome,Proton M,SC - ASCR,-2.010619298,0.0013962629999999998
Sirius XM-5,USA,Commercial,Communications,GEO,,35779.0,35795.0,0.00019,1436.12,5983.0,,18000.0,40465.0,15.0,USA,Baikonur Cosmodrome,Proton M,SC - ASCR,-1.4870205230000002,0.000523599
Skynet 4C,United Kingdom,Military,Communications,GEO,,35775.0,35797.0,0.00026000000000000003,1436.07,1474.0,850.0,1200.0,33115.0,7.0,France/UK/Germany,Guiana Space Center,Ariane 44LP,JM/12_08,-0.02268928,0.164584548
Skynet 4E,United Kingdom,Military,Communications,GEO,,35774.0,35797.0,0.00027,1436.06,1510.0,759.0,1200.0,36217.0,7.0,France/UK/Germany,Guiana Space Center,Ariane 44L,JM/12_08,0.620988148,0.08709193
Skynet 4F,United Kingdom,Military,Communications,GEO,,35773.0,35801.0,0.00033,1436.15,1510.0,830.0,1200.0,36929.0,7.0,France/UK/Germany,Guiana Space Center,Ariane 44L,JM/12_08,-0.5941100770000001,0.056374135
Skynet 5A,United Kingdom,Military,Communications,GEO,,35771.0,35802.0,0.00037,1436.1,4700.0,2170.0,6000.0,39152.0,15.0,France/UK/Germany,Guiana Space Center,Ariane 5 ECA,JM/12_08,-0.019547688,0.00122173
Skynet 5B,United Kingdom,Military,Communications,GEO,,35700.0,35803.0,0.00122,1436.1,4635.0,2170.0,6000.0,39400.0,15.0,France/UK/Germany,Guiana Space Center,Ariane 5,JM/12_08,0.921533845,0.00122173
Skynet 5C,United Kingdom,Military,Communications,GEO,,35770.0,35803.0,0.00039,1436.1,4600.0,,,39611.0,,United Kingdom,Guiana Space Center,Ariane 5 ECA,JM/12_08,-0.311192206,0.009250245
Skynet 5D,United Kingdom,Military,Communications,GEO,,35786.0,35793.0,8e-05,1436.24,4638.0,,,41262.0,15.0,United Kingdom,Guiana Space Center,Ariane 5 ECA,SC - ASCR,0.436332313,0.00122173
SkySat-1,USA,Commercial,Remote Sensing,LEO,,567.0,599.0,0.0023,96.34,,,,41599.0,,USA,Dombarovsky Launch Facility,Dnepr,SC - ASCR,,1.707106541
SkyTerra 1,USA,Commercial,Communications,GEO,,35782.0,35791.0,0.00011,1436.09,5360.0,3200.0,,40496.0,15.0,USA,Baikonur Cosmodrome,Breeze M,SC  - ASCR,-1.768018532,0.105766953
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),USA,Military,Communications,Elliptical,,1200.0,11600.0,0.4072,240.0,,,,35197.0,,USA,Vandenberg AFB,Titan IV,GS,,1.106538746
SMDC-ONE 1.1 (Techsat),USA,Military,Technology Development,LEO,,495.0,791.0,0.0211,97.5,4.5,,,41165.0,,USA,Vandenberg AFB,Atlas 5,ZARYA,,1.127482697
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),USA,Military,Technology Development,LEO,,483.0,789.0,0.02184,97.4,3.0,,,41165.0,,USA,Vandenberg AFB,Atlas 5,ZARYA,,1.127482697
SMDC-ONE 2.3,USA,Military,Technology Development,LEO,,443.0,886.0,0.03149,98.0,5.0,,,41614.0,,USA,Vandenberg AFB,Atlas 5,ZARYA estimated,,2.09963109
SMDC-ONE 2.4,USA,Military,Technology Development,LEO,,443.0,886.0,0.03149,98.0,5.0,,,41614.0,,USA,Vandenberg AFB,Atlas 5,ZARYA estimated,,2.09963109
SMOS (Soil Moisture and Ocean Salinity satellite),ESA,Government,Earth Observation,LEO,Sun-Synchronous,759.0,760.0,7e-05,100.0,658.0,630.0,1065.0,40119.0,3.0,France,Plesetsk Cosmodrome,Breeze KM,www.satellitedebris.net 12/12,,1.7174039840000002
SNaP-3-1ÊÊ(Space and Missile Defense Command NanoSat Program),USA,Military,Communications,LEO,,443.0,886.0,0.03149,98.0,,,,41614.0,,USA,Vandenberg AFB,Atlas 5,ZARYA estimated,,2.09963109
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,Civil,Technology Development,LEO,Sun-Synchronous,657.0,665.0,0.00057,98.0,50.0,,,39836.0,,Japan,Tanegashima Space Center,H-2A,www.satellitedebris.net 12/12,,1.712167996
SORCE (SOlar Radiation and Climate Experiment),USA,Government/Civil,Astrophysics,LEO,Intermediate,600.0,633.0,0.00236,97.0,315.0,290.0,348.0,37646.0,6.0,USA,Cape Canaveral,Pegasus XL,www.satellitedebris.net 12/12,,0.698131701
Spaceway 3,USA,Commercial,Communications,GEO,,35785.0,35787.0,2e-05,1436.1,6100.0,3655.0,,39308.0,12.0,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,-1.656841059,0.001047198
Spaceway F1,USA,Commercial,Communications,GEO,,35785.0,35787.0,2e-05,1436.1,5993.0,3691.0,12300.0,38468.0,12.6,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,-1.795420202,0.000872665
Spaceway F2,USA,Commercial,Communications,GEO,,35785.0,35787.0,2e-05,1436.1,5993.0,3691.0,12300.0,38672.0,12.6,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,-1.7292722230000002,0.000698132
Spainsat,Spain,Military,Communications,GEO,,35745.0,35826.0,0.00096,1436.1,3680.0,1467.0,,38787.0,,USA,Guiana Space Center,Ariane 5,JM/12_08,0.22794,0.001047198
Spektr-R/RadioAstron,Multinational,Government,Astrophysics,Elliptical,,1000.0,330000.0,0.95712,0.22,3660.0,,,40742.0,5.0,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB,SC - ASCR,,0.898146433
SPIRALE-A (Systme Prparatoire Infra-Rouge pour l'Alerte),France,Military,Technology Development,Elliptical,,608.0,35717.0,0.7155600000000001,637.65,117.0,,,39855.0,,France,Guiana Space Center,Ariane 5 ECA,SC - ASCR,,0.033859387000000005
SPIRALE-B (Systme Prparatoire Infra-Rouge pour l'Alerte),France,Military,Technology Development,Elliptical,,627.0,35697.0,0.71478,637.64,117.0,,,39855.0,,France,Guiana Space Center,Ariane 5 ECA,SC - ASCR,,0.033510322
Spot 5 (Systme Probatoire dÕObservation de la Terre),France/Belgium/Sweden,Commercial,Earth Observation,LEO,Sun-Synchronous,824.0,826.0,0.00014,101.4,3030.0,,2400.0,37380.0,5.0,France/UK/Germany,Guiana Space Center,Ariane 42P,www.satellitedebris.net 12/12,,1.720894642
